name	chrom	strand	TSS	geneId	geneName
ENSMUST00000055349.14	chr17	+	21962551	ENSMUSG00000053347.15	Zfp943
ENSMUST00000153985.7	chr17	+	21962558	ENSMUSG00000053347.15	Zfp943
ENSMUST00000179996.2	chr17	-	22225616	ENSMUSG00000096433.2	Zfp994
ENSMUST00000115535.2	chr17	-	22361400	ENSMUSG00000033972.9	Zfp944
ENSMUST00000088765.8	chr17	+	22361452	ENSMUSG00000044501.17	Zfp758
ENSMUST00000149699.7	chr17	+	22361452	ENSMUSG00000044501.17	Zfp758
ENSMUST00000072477.10	chr17	+	22361454	ENSMUSG00000044501.17	Zfp758
ENSMUST00000121315.1	chr17	+	22361521	ENSMUSG00000044501.17	Zfp758
ENSMUST00000141831.7	chr17	+	22424221	ENSMUSG00000071266.13	Zfp946
ENSMUST00000120222.7	chr17	+	22424258	ENSMUSG00000071266.13	Zfp946
ENSMUST00000088763.12	chr17	+	22424267	ENSMUSG00000071266.13	Zfp946
ENSMUST00000167740.1	chr17	+	22451122	ENSMUSG00000071266.13	Zfp946
ENSMUST00000160457.9	chr17	-	22867134	ENSMUSG00000059142.16	Zfp945
ENSMUST00000088696.12	chr17	-	22867105	ENSMUSG00000059142.16	Zfp945
ENSMUST00000095615.2	chr17	-	22861719	ENSMUSG00000059142.16	Zfp945
ENSMUST00000127557.1	chr17	-	22867134	ENSMUSG00000059142.16	Zfp945
ENSMUST00000037057.13	chr17	-	23193252	ENSMUSG00000002617.14	Zfp40
ENSMUST00000142999.1	chr17	-	23193210	ENSMUSG00000002617.14	Zfp40
ENSMUST00000140313.7	chr17	-	23178539	ENSMUSG00000002617.14	Zfp40
ENSMUST00000172177.1	chr17	-	23191379	ENSMUSG00000002617.14	Zfp40
ENSMUST00000135840.1	chr17	-	23193251	ENSMUSG00000002617.14	Zfp40
ENSMUST00000151447.1	chr17	-	23193252	ENSMUSG00000002617.14	Zfp40
ENSMUST00000095606.4	chr17	-	23564238	ENSMUSG00000071256.4	Zfp213
ENSMUST00000115516.10	chr17	-	23586232	ENSMUSG00000062012.14	Zfp13
ENSMUST00000228942.1	chr17	-	23580295	ENSMUSG00000062012.14	Zfp13
ENSMUST00000227952.1	chr17	-	23586217	ENSMUSG00000062012.14	Zfp13
ENSMUST00000228298.1	chr17	-	23586176	ENSMUSG00000062012.14	Zfp13
ENSMUST00000095595.8	chr17	+	23600855	ENSMUSG00000023902.18	Zscan10
ENSMUST00000115509.7	chr17	+	23600855	ENSMUSG00000023902.18	Zscan10
ENSMUST00000120967.7	chr17	+	23600855	ENSMUSG00000023902.18	Zscan10
ENSMUST00000129227.7	chr17	+	23600861	ENSMUSG00000023902.18	Zscan10
ENSMUST00000148062.7	chr17	+	23600861	ENSMUSG00000023902.18	Zscan10
ENSMUST00000123866.7	chr17	+	23600940	ENSMUSG00000023902.18	Zscan10
ENSMUST00000125912.1	chr17	+	23605480	ENSMUSG00000023902.18	Zscan10
ENSMUST00000117606.1	chr17	+	23605504	ENSMUSG00000023902.18	Zscan10
ENSMUST00000122285.7	chr17	+	23605513	ENSMUSG00000023902.18	Zscan10
ENSMUST00000118369.1	chr17	+	23605513	ENSMUSG00000023902.18	Zscan10
ENSMUST00000138487.1	chr17	+	23605514	ENSMUSG00000023902.18	Zscan10
ENSMUST00000133749.1	chr17	+	23607489	ENSMUSG00000023902.18	Zscan10
ENSMUST00000227293.1	chr17	-	24455286	ENSMUSG00000024137.9	E4f1
ENSMUST00000056032.8	chr17	-	24455311	ENSMUSG00000024137.9	E4f1
ENSMUST00000226654.1	chr17	-	24470313	ENSMUSG00000024137.9	E4f1
ENSMUST00000228882.1	chr17	-	24451479	ENSMUSG00000024137.9	E4f1
ENSMUST00000226754.1	chr17	-	24455315	ENSMUSG00000024137.9	E4f1
ENSMUST00000226941.1	chr17	-	24455392	ENSMUSG00000024137.9	E4f1
ENSMUST00000227241.1	chr17	-	24444534	ENSMUSG00000024137.9	E4f1
ENSMUST00000226743.1	chr17	-	24470191	ENSMUSG00000024137.9	E4f1
ENSMUST00000025003.9	chr17	-	25570686	ENSMUSG00000024176.10	Sox8
ENSMUST00000174560.1	chr17	-	25570214	ENSMUSG00000024176.10	Sox8
ENSMUST00000173447.1	chr17	-	25570686	ENSMUSG00000024176.10	Sox8
ENSMUST00000212735.1	chr17	-	25985706	ENSMUSG00000037326.10	Capn15
ENSMUST00000212149.1	chr17	-	25979893	ENSMUSG00000037326.10	Capn15
ENSMUST00000212789.1	chr17	-	25985680	ENSMUSG00000037326.10	Capn15
ENSMUST00000212520.1	chr17	-	25985796	ENSMUSG00000037326.10	Capn15
ENSMUST00000212099.1	chr17	-	25985680	ENSMUSG00000037326.10	Capn15
ENSMUST00000041641.8	chr17	-	25985680	ENSMUSG00000037326.10	Capn15
ENSMUST00000211917.1	chr17	-	25985796	ENSMUSG00000037326.10	Capn15
ENSMUST00000212702.1	chr17	-	25963760	ENSMUSG00000037326.10	Capn15
ENSMUST00000132972.1	chr17	+	26742983	ENSMUSG00000048249.14	Crebrf
ENSMUST00000176845.1	chr17	+	26757701	ENSMUSG00000048249.14	Crebrf
ENSMUST00000015723.4	chr17	-	26841565	ENSMUSG00000015579.5	Nkx2-5
ENSMUST00000235454.1	chr17	-	26845009	ENSMUSG00000015579.5	Nkx2-5
ENSMUST00000118599.8	chr17	+	27556496	ENSMUSG00000046711.16	Hmga1
ENSMUST00000232265.1	chr17	+	27556573	ENSMUSG00000046711.16	Hmga1
ENSMUST00000232013.1	chr17	+	27556581	ENSMUSG00000046711.16	Hmga1
ENSMUST00000114888.10	chr17	+	27556584	ENSMUSG00000046711.16	Hmga1
ENSMUST00000231874.1	chr17	+	27556603	ENSMUSG00000046711.16	Hmga1
ENSMUST00000119486.8	chr17	+	27556613	ENSMUSG00000046711.16	Hmga1
ENSMUST00000231825.1	chr17	+	27556614	ENSMUSG00000046711.16	Hmga1
ENSMUST00000231866.1	chr17	+	27556631	ENSMUSG00000046711.16	Hmga1
ENSMUST00000231780.1	chr17	+	27556638	ENSMUSG00000046711.16	Hmga1
ENSMUST00000232253.1	chr17	+	27556640	ENSMUSG00000046711.16	Hmga1
ENSMUST00000232552.1	chr17	+	27556640	ENSMUSG00000046711.16	Hmga1
ENSMUST00000117600.8	chr17	+	27556652	ENSMUSG00000046711.16	Hmga1
ENSMUST00000117254.8	chr17	+	27556662	ENSMUSG00000046711.16	Hmga1
ENSMUST00000231243.1	chr17	+	27556667	ENSMUSG00000046711.16	Hmga1
ENSMUST00000231358.1	chr17	+	27556667	ENSMUSG00000046711.16	Hmga1
ENSMUST00000118570.1	chr17	+	27556667	ENSMUSG00000046711.16	Hmga1
ENSMUST00000231796.1	chr17	+	27556694	ENSMUSG00000046711.16	Hmga1
ENSMUST00000025054.9	chr17	-	27728953	ENSMUSG00000024215.14	Spdef
ENSMUST00000233880.1	chr17	-	27718349	ENSMUSG00000024215.14	Spdef
ENSMUST00000167489.1	chr17	-	27728889	ENSMUSG00000024215.14	Spdef
ENSMUST00000127622.2	chr17	-	27717719	ENSMUSG00000024215.14	Spdef
ENSMUST00000114870.8	chr17	-	27728955	ENSMUSG00000024215.14	Spdef
ENSMUST00000138970.2	chr17	-	27728924	ENSMUSG00000024215.14	Spdef
ENSMUST00000233613.1	chr17	+	28186186	ENSMUSG00000024220.14	Zfp523
ENSMUST00000133868.1	chr17	+	28197784	ENSMUSG00000024220.14	Zfp523
ENSMUST00000232845.1	chr17	+	28200146	ENSMUSG00000024220.14	Zfp523
ENSMUST00000129522.3	chr17	+	28202114	ENSMUSG00000024220.14	Zfp523
ENSMUST00000155030.1	chr17	+	28202290	ENSMUSG00000024220.14	Zfp523
ENSMUST00000233021.1	chr17	+	28202791	ENSMUSG00000024220.14	Zfp523
ENSMUST00000151595.1	chr17	+	28204108	ENSMUSG00000024220.14	Zfp523
ENSMUST00000002320.15	chr17	+	28232699	ENSMUSG00000002250.16	Ppard
ENSMUST00000232879.1	chr17	+	28232746	ENSMUSG00000002250.16	Ppard
ENSMUST00000123020.8	chr17	+	28232763	ENSMUSG00000002250.16	Ppard
ENSMUST00000233761.1	chr17	+	28232773	ENSMUSG00000002250.16	Ppard
ENSMUST00000166744.7	chr17	+	28232781	ENSMUSG00000002250.16	Ppard
ENSMUST00000142226.1	chr17	+	28232806	ENSMUSG00000002250.16	Ppard
ENSMUST00000144200.1	chr17	+	28271707	ENSMUSG00000002250.16	Ppard
ENSMUST00000169040.2	chr17	+	28272118	ENSMUSG00000002250.16	Ppard
ENSMUST00000233383.1	chr17	+	28293245	ENSMUSG00000002250.16	Ppard
ENSMUST00000154873.8	chr17	-	28350346	ENSMUSG00000002249.21	Tead3
ENSMUST00000114799.7	chr17	-	28350600	ENSMUSG00000002249.21	Tead3
ENSMUST00000156862.2	chr17	-	28350817	ENSMUSG00000002249.21	Tead3
ENSMUST00000127212.8	chr17	-	28350663	ENSMUSG00000002249.21	Tead3
ENSMUST00000219703.2	chr17	-	28350711	ENSMUSG00000002249.21	Tead3
ENSMUST00000146668.8	chr17	-	28335415	ENSMUSG00000002249.21	Tead3
ENSMUST00000151557.1	chr17	-	28336344	ENSMUSG00000002249.21	Tead3
ENSMUST00000226172.1	chr17	-	28336516	ENSMUSG00000002249.21	Tead3
ENSMUST00000233330.1	chr17	-	28350785	ENSMUSG00000002249.21	Tead3
ENSMUST00000130877.1	chr17	-	28355066	ENSMUSG00000037446.14	Tulp1
ENSMUST00000041819.13	chr17	-	28365222	ENSMUSG00000037446.14	Tulp1
ENSMUST00000148188.8	chr17	-	28358765	ENSMUSG00000037446.14	Tulp1
ENSMUST00000233921.1	chr17	-	28356174	ENSMUSG00000037446.14	Tulp1
ENSMUST00000233420.1	chr17	-	28365143	ENSMUSG00000037446.14	Tulp1
ENSMUST00000129375.7	chr17	-	28358662	ENSMUSG00000037446.14	Tulp1
ENSMUST00000140250.7	chr17	-	28362920	ENSMUSG00000037446.14	Tulp1
ENSMUST00000142143.2	chr17	-	28356808	ENSMUSG00000037446.14	Tulp1
ENSMUST00000123797.7	chr17	-	28359229	ENSMUSG00000037446.14	Tulp1
ENSMUST00000114794.1	chr17	-	28365182	ENSMUSG00000037446.14	Tulp1
ENSMUST00000131604.2	chr17	-	28362432	ENSMUSG00000037446.14	Tulp1
ENSMUST00000125876.1	chr17	-	28362957	ENSMUSG00000037446.14	Tulp1
ENSMUST00000146493.2	chr17	-	28365139	ENSMUSG00000037446.14	Tulp1
ENSMUST00000150341.8	chr17	-	28365146	ENSMUSG00000037446.14	Tulp1
ENSMUST00000237887.1	chr17	+	31588476	ENSMUSG00000006705.13	Pknox1
ENSMUST00000236493.1	chr17	+	31591722	ENSMUSG00000006705.13	Pknox1
ENSMUST00000237038.1	chr17	+	31591726	ENSMUSG00000006705.13	Pknox1
ENSMUST00000235255.1	chr17	+	31591727	ENSMUSG00000006705.13	Pknox1
ENSMUST00000237748.1	chr17	+	31591727	ENSMUSG00000006705.13	Pknox1
ENSMUST00000175812.2	chr17	+	31594820	ENSMUSG00000006705.13	Pknox1
ENSMUST00000176513.1	chr17	+	31602737	ENSMUSG00000006705.13	Pknox1
ENSMUST00000169488.9	chr17	-	32364463	ENSMUSG00000024050.18	Wiz
ENSMUST00000169741.1	chr17	-	32369452	ENSMUSG00000024050.18	Wiz
ENSMUST00000087699.10	chr17	-	32389401	ENSMUSG00000024050.18	Wiz
ENSMUST00000238144.1	chr17	-	32387688	ENSMUSG00000024050.18	Wiz
ENSMUST00000170603.2	chr17	-	32389116	ENSMUSG00000024050.18	Wiz
ENSMUST00000057501.8	chr17	-	32787547	ENSMUSG00000024298.15	Zfp871
ENSMUST00000168337.1	chr17	-	32788250	ENSMUSG00000024298.15	Zfp871
ENSMUST00000200914.4	chr17	-	32809931	ENSMUSG00000055202.11	Zfp811
ENSMUST00000080905.6	chr17	-	32800938	ENSMUSG00000055202.11	Zfp811
ENSMUST00000234594.1	chr17	-	32809842	ENSMUSG00000055202.11	Zfp811
ENSMUST00000202988.3	chr17	-	32830261	ENSMUSG00000095253.4	Zfp799
ENSMUST00000179695.4	chr17	-	32822200	ENSMUSG00000095253.4	Zfp799
ENSMUST00000201876.3	chr17	-	32830228	ENSMUSG00000095253.4	Zfp799
ENSMUST00000202759.1	chr17	-	32830246	ENSMUSG00000095253.4	Zfp799
ENSMUST00000201499.1	chr17	-	32830215	ENSMUSG00000095253.4	Zfp799
ENSMUST00000228075.2	chr17	-	32891642	ENSMUSG00000095325.3	Zfp870
ENSMUST00000178401.1	chr17	-	32886083	ENSMUSG00000095325.3	Zfp870
ENSMUST00000235054.1	chr17	-	32891533	ENSMUSG00000095325.3	Zfp870
ENSMUST00000228410.1	chr17	-	32891590	ENSMUSG00000095325.3	Zfp870
ENSMUST00000039132.8	chr17	+	32965813	ENSMUSG00000053600.8	Zfp472
ENSMUST00000234770.1	chr17	+	32965844	ENSMUSG00000053600.8	Zfp472
ENSMUST00000129057.1	chr17	+	32993128	ENSMUSG00000053390.16	Zfp952
ENSMUST00000141815.2	chr17	+	32993138	ENSMUSG00000053390.16	Zfp952
ENSMUST00000087666.10	chr17	+	32993196	ENSMUSG00000053390.16	Zfp952
ENSMUST00000157017.1	chr17	+	32993200	ENSMUSG00000053390.16	Zfp952
ENSMUST00000131722.8	chr17	+	33089309	ENSMUSG00000067424.13	Zfp563
ENSMUST00000153072.7	chr17	+	33089563	ENSMUSG00000067424.13	Zfp563
ENSMUST00000140829.1	chr17	+	33092457	ENSMUSG00000067424.13	Zfp563
ENSMUST00000008830.9	chr17	-	33255145	ENSMUSG00000094441.2	Zfp955a
ENSMUST00000234813.1	chr17	+	33302360	ENSMUSG00000096910.2	Zfp955b
ENSMUST00000054072.8	chr17	-	33358878	ENSMUSG00000003929.11	Zfp81
ENSMUST00000234016.1	chr17	-	33358874	ENSMUSG00000003929.11	Zfp81
ENSMUST00000235063.1	chr17	-	33358868	ENSMUSG00000003929.11	Zfp81
ENSMUST00000173151.7	chr17	-	33394378	ENSMUSG00000055240.17	Zfp101
ENSMUST00000167107.9	chr17	-	33394641	ENSMUSG00000055240.17	Zfp101
ENSMUST00000174512.3	chr17	-	33394623	ENSMUSG00000055240.17	Zfp101
ENSMUST00000174417.1	chr17	-	33394357	ENSMUSG00000055240.17	Zfp101
ENSMUST00000183047.1	chr17	-	33394605	ENSMUSG00000055240.17	Zfp101
ENSMUST00000166627.7	chr17	+	33629089	ENSMUSG00000073423.10	Zfp414
ENSMUST00000073570.11	chr17	+	33629089	ENSMUSG00000073423.10	Zfp414
ENSMUST00000172455.2	chr17	+	33629100	ENSMUSG00000073423.10	Zfp414
ENSMUST00000170225.2	chr17	+	33629120	ENSMUSG00000073423.10	Zfp414
ENSMUST00000234535.1	chr17	+	33629126	ENSMUSG00000073423.10	Zfp414
ENSMUST00000165504.1	chr17	+	33629428	ENSMUSG00000073423.10	Zfp414
ENSMUST00000169781.1	chr17	+	33630200	ENSMUSG00000073423.10	Zfp414
ENSMUST00000174463.1	chr17	+	33915903	ENSMUSG00000051390.10	Zbtb22
ENSMUST00000053429.10	chr17	+	33916170	ENSMUSG00000051390.10	Zbtb22
ENSMUST00000044858.15	chr17	+	34031811	ENSMUSG00000039656.17	Rxrb
ENSMUST00000173554.8	chr17	+	34031815	ENSMUSG00000039656.17	Rxrb
ENSMUST00000174299.8	chr17	+	34031851	ENSMUSG00000039656.17	Rxrb
ENSMUST00000173354.8	chr17	+	34032195	ENSMUSG00000039656.17	Rxrb
ENSMUST00000116612.2	chr17	+	34032400	ENSMUSG00000039656.17	Rxrb
ENSMUST00000174740.1	chr17	+	34033551	ENSMUSG00000039656.17	Rxrb
ENSMUST00000174130.1	chr17	+	34033907	ENSMUSG00000039656.17	Rxrb
ENSMUST00000174645.1	chr17	+	34036322	ENSMUSG00000039656.17	Rxrb
ENSMUST00000174033.1	chr17	+	34036366	ENSMUSG00000039656.17	Rxrb
ENSMUST00000174578.1	chr17	+	34036462	ENSMUSG00000039656.17	Rxrb
ENSMUST00000173328.7	chr17	+	34591265	ENSMUSG00000034673.14	Pbx2
ENSMUST00000038149.12	chr17	+	34592262	ENSMUSG00000034673.14	Pbx2
ENSMUST00000183827.7	chr17	+	34592733	ENSMUSG00000034673.14	Pbx2
ENSMUST00000174532.1	chr17	+	34593394	ENSMUSG00000034673.14	Pbx2
ENSMUST00000173229.1	chr17	+	34595459	ENSMUSG00000034673.14	Pbx2
ENSMUST00000015605.14	chr17	+	34647145	ENSMUSG00000015461.15	Atf6b
ENSMUST00000174614.7	chr17	+	34647200	ENSMUSG00000015461.15	Atf6b
ENSMUST00000174519.1	chr17	+	34647200	ENSMUSG00000015461.15	Atf6b
ENSMUST00000173984.1	chr17	+	34647210	ENSMUSG00000015461.15	Atf6b
ENSMUST00000174156.1	chr17	+	34651626	ENSMUSG00000015461.15	Atf6b
ENSMUST00000173093.1	chr17	+	34879482	ENSMUSG00000049823.9	Zbtb12
ENSMUST00000052778.9	chr17	+	34894558	ENSMUSG00000049823.9	Zbtb12
ENSMUST00000025271.16	chr17	+	35506017	ENSMUSG00000024406.16	Pou5f1
ENSMUST00000173934.7	chr17	+	35507481	ENSMUSG00000024406.16	Pou5f1
ENSMUST00000172651.7	chr17	+	35508804	ENSMUSG00000024406.16	Pou5f1
ENSMUST00000173805.7	chr17	+	35508806	ENSMUSG00000024406.16	Pou5f1
ENSMUST00000173256.7	chr17	+	35508816	ENSMUSG00000024406.16	Pou5f1
ENSMUST00000174782.1	chr17	+	35508820	ENSMUSG00000024406.16	Pou5f1
ENSMUST00000161012.7	chr17	-	35516824	ENSMUSG00000050410.15	Tcf19
ENSMUST00000160885.1	chr17	-	35516785	ENSMUSG00000050410.15	Tcf19
ENSMUST00000159009.1	chr17	-	35516820	ENSMUSG00000050410.15	Tcf19
ENSMUST00000162683.1	chr17	-	35516547	ENSMUSG00000050410.15	Tcf19
ENSMUST00000089968.12	chr17	+	37001162	ENSMUSG00000036036.15	Zfp57
ENSMUST00000172527.7	chr17	+	37002481	ENSMUSG00000036036.15	Zfp57
ENSMUST00000069250.13	chr17	+	37002524	ENSMUSG00000036036.15	Zfp57
ENSMUST00000174747.7	chr17	+	37002553	ENSMUSG00000036036.15	Zfp57
ENSMUST00000174016.7	chr17	+	37002568	ENSMUSG00000036036.15	Zfp57
ENSMUST00000174470.1	chr17	+	37002576	ENSMUSG00000036036.15	Zfp57
ENSMUST00000173588.7	chr17	+	37002595	ENSMUSG00000036036.15	Zfp57
ENSMUST00000173921.7	chr17	+	37002611	ENSMUSG00000036036.15	Zfp57
ENSMUST00000172580.7	chr17	+	37002669	ENSMUSG00000036036.15	Zfp57
ENSMUST00000174524.7	chr17	+	37003037	ENSMUSG00000036036.15	Zfp57
ENSMUST00000174672.1	chr17	+	37003665	ENSMUSG00000036036.15	Zfp57
ENSMUST00000172540.1	chr17	+	37004521	ENSMUSG00000036036.15	Zfp57
ENSMUST00000172502.1	chr17	+	37004602	ENSMUSG00000036036.15	Zfp57
ENSMUST00000161489.1	chr17	-	44814627	ENSMUSG00000039153.17	Runx2
ENSMUST00000024727.9	chr17	-	45433737	ENSMUSG00000023932.9	Cdc5l
ENSMUST00000232900.1	chr17	-	45415684	ENSMUSG00000023932.9	Cdc5l
ENSMUST00000232910.1	chr17	-	45433541	ENSMUSG00000023932.9	Cdc5l
ENSMUST00000152472.7	chr17	+	46400055	ENSMUSG00000015597.17	Zfp318
ENSMUST00000123733.1	chr17	+	46405854	ENSMUSG00000015597.17	Zfp318
ENSMUST00000136017.1	chr17	+	46409628	ENSMUSG00000015597.17	Zfp318
ENSMUST00000015749.6	chr17	-	46556175	ENSMUSG00000015605.6	Srf
ENSMUST00000233767.1	chr17	-	46550100	ENSMUSG00000015605.6	Srf
ENSMUST00000233104.1	chr17	-	46551019	ENSMUSG00000015605.6	Srf
ENSMUST00000233797.1	chr17	-	46551793	ENSMUSG00000015605.6	Srf
ENSMUST00000086932.9	chr17	+	47737029	ENSMUSG00000023990.18	Tfeb
ENSMUST00000126258.7	chr17	+	47737599	ENSMUSG00000023990.18	Tfeb
ENSMUST00000113288.7	chr17	+	47737927	ENSMUSG00000023990.18	Tfeb
ENSMUST00000113284.7	chr17	+	47738902	ENSMUSG00000023990.18	Tfeb
ENSMUST00000137845.1	chr17	+	47754325	ENSMUSG00000023990.18	Tfeb
ENSMUST00000125177.1	chr17	+	47759174	ENSMUSG00000023990.18	Tfeb
ENSMUST00000130208.7	chr17	+	47763169	ENSMUSG00000023990.18	Tfeb
ENSMUST00000160373.7	chr17	+	47769237	ENSMUSG00000023990.18	Tfeb
ENSMUST00000159641.7	chr17	+	47769237	ENSMUSG00000023990.18	Tfeb
ENSMUST00000141631.1	chr17	+	47782874	ENSMUSG00000023990.18	Tfeb
ENSMUST00000024786.13	chr17	+	47785719	ENSMUSG00000023990.18	Tfeb
ENSMUST00000146782.1	chr17	+	47786154	ENSMUSG00000023990.18	Tfeb
ENSMUST00000124765.7	chr17	+	47787567	ENSMUSG00000023990.18	Tfeb
ENSMUST00000162719.1	chr17	+	47787909	ENSMUSG00000023990.18	Tfeb
ENSMUST00000140715.1	chr17	+	47789440	ENSMUSG00000023990.18	Tfeb
ENSMUST00000113265.7	chr17	-	47924645	ENSMUSG00000023991.16	Foxp4
ENSMUST00000113263.7	chr17	-	47924400	ENSMUSG00000023991.16	Foxp4
ENSMUST00000097311.8	chr17	-	47924435	ENSMUSG00000023991.16	Foxp4
ENSMUST00000113262.1	chr17	-	47924476	ENSMUSG00000023991.16	Foxp4
ENSMUST00000136314.1	chr17	-	47888433	ENSMUSG00000023991.16	Foxp4
ENSMUST00000154108.1	chr17	-	47878953	ENSMUSG00000023991.16	Foxp4
ENSMUST00000137039.1	chr17	-	47888150	ENSMUSG00000023991.16	Foxp4
ENSMUST00000153752.1	chr17	-	47924426	ENSMUSG00000023991.16	Foxp4
ENSMUST00000078800.12	chr17	-	48409765	ENSMUSG00000023994.13	Nfya
ENSMUST00000162460.7	chr17	-	48409906	ENSMUSG00000023994.13	Nfya
ENSMUST00000046719.13	chr17	-	48409765	ENSMUSG00000023994.13	Nfya
ENSMUST00000159063.7	chr17	-	48400544	ENSMUSG00000023994.13	Nfya
ENSMUST00000160319.7	chr17	-	48409730	ENSMUSG00000023994.13	Nfya
ENSMUST00000159237.7	chr17	-	48393223	ENSMUSG00000023994.13	Nfya
ENSMUST00000161256.7	chr17	-	48393459	ENSMUSG00000023994.13	Nfya
ENSMUST00000161603.1	chr17	-	48392145	ENSMUSG00000023994.13	Nfya
ENSMUST00000161117.7	chr17	-	48399038	ENSMUSG00000023994.13	Nfya
ENSMUST00000159535.1	chr17	-	48409741	ENSMUSG00000023994.13	Nfya
ENSMUST00000163066.1	chr17	-	48396054	ENSMUSG00000023994.13	Nfya
ENSMUST00000160804.1	chr17	-	48409688	ENSMUSG00000023994.13	Nfya
ENSMUST00000161686.1	chr17	-	48409750	ENSMUSG00000023994.13	Nfya
ENSMUST00000137697.1	chr17	-	51742266	ENSMUSG00000023927.15	Satb1
ENSMUST00000140727.1	chr17	-	51809132	ENSMUSG00000023927.15	Satb1
ENSMUST00000129205.7	chr17	-	51821091	ENSMUSG00000023927.15	Satb1
ENSMUST00000124222.1	chr17	-	51832019	ENSMUSG00000023927.15	Satb1
ENSMUST00000146414.3	chr17	-	51810919	ENSMUSG00000023927.15	Satb1
ENSMUST00000148559.1	chr17	-	51826588	ENSMUSG00000023927.15	Satb1
ENSMUST00000156051.2	chr17	-	51829497	ENSMUSG00000023927.15	Satb1
ENSMUST00000079642.7	chr17	-	55878930	ENSMUSG00000057835.7	Zfp119a
ENSMUST00000224379.1	chr17	+	55892092	ENSMUSG00000003198.10	Zfp959
ENSMUST00000054780.9	chr17	+	55892119	ENSMUSG00000003198.10	Zfp959
ENSMUST00000224294.1	chr17	+	55892467	ENSMUSG00000003198.10	Zfp959
ENSMUST00000056147.13	chr17	-	55945259	ENSMUSG00000062101.12	Zfp119b
ENSMUST00000189452.1	chr17	-	55949500	ENSMUSG00000062101.12	Zfp119b
ENSMUST00000086801.6	chr17	-	56831013	ENSMUSG00000024206.15	Rfx2
ENSMUST00000002444.14	chr17	-	56831008	ENSMUSG00000024206.15	Rfx2
ENSMUST00000233624.1	chr17	-	56783704	ENSMUSG00000024206.15	Rfx2
ENSMUST00000233000.1	chr17	-	56830971	ENSMUSG00000024206.15	Rfx2
ENSMUST00000233643.1	chr17	-	56830939	ENSMUSG00000024206.15	Rfx2
ENSMUST00000007814.9	chr17	-	57031488	ENSMUSG00000007670.10	Khsrp
ENSMUST00000233480.1	chr17	-	57031522	ENSMUSG00000007670.10	Khsrp
ENSMUST00000232759.1	chr17	-	57024862	ENSMUSG00000007670.10	Khsrp
ENSMUST00000233246.1	chr17	-	57024060	ENSMUSG00000007670.10	Khsrp
ENSMUST00000232765.1	chr17	-	57024171	ENSMUSG00000007670.10	Khsrp
ENSMUST00000233625.1	chr17	+	68764550	ENSMUSG00000041565.17	L3mbtl4
ENSMUST00000233696.1	chr17	+	68773819	ENSMUSG00000041565.17	L3mbtl4
ENSMUST00000112674.7	chr17	+	69383049	ENSMUSG00000049672.15	Zbtb14
ENSMUST00000062369.13	chr17	+	69383318	ENSMUSG00000049672.15	Zbtb14
ENSMUST00000112676.3	chr17	+	69383839	ENSMUSG00000049672.15	Zbtb14
ENSMUST00000172229.7	chr17	-	70849790	ENSMUSG00000047407.17	Tgif1
ENSMUST00000059775.14	chr17	-	70851207	ENSMUSG00000047407.17	Tgif1
ENSMUST00000186358.5	chr17	-	70851069	ENSMUSG00000047407.17	Tgif1
ENSMUST00000166395.8	chr17	-	70851734	ENSMUSG00000047407.17	Tgif1
ENSMUST00000118283.7	chr17	-	70853546	ENSMUSG00000047407.17	Tgif1
ENSMUST00000127719.1	chr17	-	70849790	ENSMUSG00000047407.17	Tgif1
ENSMUST00000156484.1	chr17	-	70846326	ENSMUSG00000047407.17	Tgif1
ENSMUST00000135007.2	chr17	-	70847170	ENSMUSG00000047407.17	Tgif1
ENSMUST00000134654.1	chr17	-	70849644	ENSMUSG00000047407.17	Tgif1
ENSMUST00000132825.1	chr17	-	70851131	ENSMUSG00000047407.17	Tgif1
ENSMUST00000190687.1	chr17	-	70849814	ENSMUSG00000047407.17	Tgif1
ENSMUST00000125329.1	chr17	-	70849807	ENSMUSG00000047407.17	Tgif1
ENSMUST00000024885.9	chr17	-	78937066	ENSMUSG00000024081.9	Cebpz
ENSMUST00000233484.1	chr17	-	78937041	ENSMUSG00000024081.9	Cebpz
ENSMUST00000233371.1	chr17	-	78922841	ENSMUSG00000024081.9	Cebpz
ENSMUST00000233595.1	chr17	-	78925984	ENSMUSG00000024081.9	Cebpz
ENSMUST00000232899.1	chr17	-	78937037	ENSMUSG00000024081.9	Cebpz
ENSMUST00000177416.1	chr17	+	83729163	ENSMUSG00000055817.18	Mta3
ENSMUST00000176816.7	chr17	+	83755633	ENSMUSG00000055817.18	Mta3
ENSMUST00000176054.2	chr17	+	83788920	ENSMUSG00000055817.18	Mta3
ENSMUST00000175920.1	chr17	+	83795421	ENSMUSG00000055817.18	Mta3
ENSMUST00000060366.6	chr17	-	84187947	ENSMUSG00000045817.8	Zfp36l2
ENSMUST00000175898.3	chr17	+	85613607	ENSMUSG00000038805.10	Six3
ENSMUST00000176081.2	chr17	+	85620833	ENSMUSG00000038805.10	Six3
ENSMUST00000162695.2	chr17	+	85621030	ENSMUSG00000038805.10	Six3
ENSMUST00000163568.3	chr17	-	85688274	ENSMUSG00000024134.11	Six2
ENSMUST00000024947.7	chr17	-	85688254	ENSMUSG00000024134.11	Six2
ENSMUST00000234447.1	chr17	+	86824332	ENSMUSG00000024140.10	Epas1
