Ensembl	Symbol	Family	Protein	Entrez ID
ENSMUSG00000003847	Nfat5	RHD	ENSMUSP00000075311;ENSMUSP00000118130;ENSMUSP00000127784;ENSMUSP00000076653;ENSMUSP00000116094;ENSMUSP00000119370;	54446
ENSMUSG00000028163	Nfkb1	RHD	ENSMUSP00000143601;ENSMUSP00000029812;ENSMUSP00000128345;	18033
ENSMUSG00000033016	Nfatc1	RHD	ENSMUSP00000126884;ENSMUSP00000129001;ENSMUSP00000077196;ENSMUSP00000046312;	18018
ENSMUSG00000002983	Relb	RHD	ENSMUSP00000092355;ENSMUSP00000096350;ENSMUSP00000147172;ENSMUSP00000146669;ENSMUSP00000050166;ENSMUSP00000146643;	19698
ENSMUSG00000025225	Nfkb2	RHD	ENSMUSP00000107512;ENSMUSP00000072859;	18034
ENSMUSG00000031902	Nfatc3	RHD	ENSMUSP00000148551;ENSMUSP00000104931;ENSMUSP00000148556;	18021
ENSMUSG00000020275	Rel	RHD	ENSMUSP00000099928;	19696
ENSMUSG00000024927	Rela	RHD	ENSMUSP00000025867;	19697
ENSMUSG00000070691	Runx3	Runt	ENSMUSP00000113159;ENSMUSP00000050353;	12399
ENSMUSG00000022952	Runx1	Runt	ENSMUSP00000109589;ENSMUSP00000023673;ENSMUSP00000131079;ENSMUSP00000139819;	12394
ENSMUSG00000039153	Runx2	Runt	ENSMUSP00000109202;ENSMUSP00000124374;ENSMUSP00000123707;ENSMUSP00000124199;ENSMUSP00000124918;ENSMUSP00000123743;ENSMUSP00000109201;ENSMUSP00000125498;ENSMUSP00000125196;ENSMUSP00000124494;	12393
ENSMUSG00000032292	Nr2e3	RXR-like	ENSMUSP00000034831;	23958
ENSMUSG00000015846	Rxra	RXR-like	ENSMUSP00000115165;ENSMUSP00000133044;ENSMUSP00000109567;ENSMUSP00000097822;ENSMUSP00000076491;	20181
ENSMUSG00000030551	Nr2f2	RXR-like	ENSMUSP00000086993;ENSMUSP00000032768;ENSMUSP00000147190;	11819
ENSMUSG00000005897	Nr2c1	RXR-like	ENSMUSP00000096945;ENSMUSP00000089858;ENSMUSP00000100927;	22025
ENSMUSG00000039656	Rxrb	RXR-like	ENSMUSP00000133661;ENSMUSP00000134299;ENSMUSP00000036585;ENSMUSP00000133775;ENSMUSP00000112311;	20182
ENSMUSG00000005893	Nr2c2	RXR-like	ENSMUSP00000109090;ENSMUSP00000109087;ENSMUSP00000138465;	22026
ENSMUSG00000017688	Hnf4g	RXR-like	ENSMUSP00000104031;ENSMUSP00000104030;	30942
ENSMUSG00000069171	Nr2f1	RXR-like	ENSMUSP00000089036;ENSMUSP00000153321;ENSMUSP00000133704;ENSMUSP00000118161;ENSMUSP00000122618;	13865
ENSMUSG00000015843	Rxrg	RXR-like	ENSMUSP00000107011;ENSMUSP00000107017;ENSMUSP00000015987;ENSMUSP00000107015;	20183
ENSMUSG00000002393	Nr2f6	RXR-like	ENSMUSP00000002466;ENSMUSP00000116498;ENSMUSP00000121648;	13864
ENSMUSG00000017950	Hnf4a	RXR-like	ENSMUSP00000123511;ENSMUSP00000018094;ENSMUSP00000105038;ENSMUSP00000119479;	15378
ENSMUSG00000019803	Nr2e1	RXR-like	ENSMUSP00000101137;ENSMUSP00000019938;	21907
ENSMUSG00000028901	Gmeb1	SAND	ENSMUSP00000101585;ENSMUSP00000030733;ENSMUSP00000101584;ENSMUSP00000131331;	56809
ENSMUSG00000038705	Gmeb2	SAND	ENSMUSP00000116479;ENSMUSP00000037075;ENSMUSP00000116854;	229004
ENSMUSG00000079808	AC168977.1	SAND	ENSMUSP00000111587;	102638047
ENSMUSG00000070034	Sp110	SAND	ENSMUSP00000091226;	109032
ENSMUSG00000058886	Deaf1	SAND	ENSMUSP00000147728;ENSMUSP00000147631;ENSMUSP00000148149;ENSMUSP00000079395;ENSMUSP00000148125;	54006
ENSMUSG00000026222	Sp100	SAND	ENSMUSP00000122670;ENSMUSP00000118481;ENSMUSP00000120267;ENSMUSP00000122899;ENSMUSP00000066399;ENSMUSP00000116942;	20684
ENSMUSG00000070031	Sp140	SAND	ENSMUSP00000079095;ENSMUSP00000125026;	434484
ENSMUSG00000000731	Aire	SAND	ENSMUSP00000121477;ENSMUSP00000122659;ENSMUSP00000117094;ENSMUSP00000122190;ENSMUSP00000101035;ENSMUSP00000123678;ENSMUSP00000118317;ENSMUSP00000115162;ENSMUSP00000019257;ENSMUSP00000101034;ENSMUSP00000120150;ENSMUSP00000114904;	11634
ENSMUSG00000026398	Nr5a2	SF-like	ENSMUSP00000129071;ENSMUSP00000142219;ENSMUSP00000027649;ENSMUSP00000141495;ENSMUSP00000141645;	26424
ENSMUSG00000026751	Nr5a1	SF-like	ENSMUSP00000028084;ENSMUSP00000108504;	26423
ENSMUSG00000015605	Srf	SRF	ENSMUSP00000015749;	20807
ENSMUSG00000005583	Mef2c	SRF	ENSMUSP00000143235;ENSMUSP00000142399;ENSMUSP00000143227;ENSMUSP00000143315;ENSMUSP00000143742;ENSMUSP00000143286;ENSMUSP00000132547;ENSMUSP00000143212;ENSMUSP00000142456;ENSMUSP00000142884;ENSMUSP00000143611;ENSMUSP00000005722;ENSMUSP00000143339;ENSMUSP00000142714;ENSMUSP00000143187;ENSMUSP00000142487;ENSMUSP00000143401;ENSMUSP00000143420;ENSMUSP00000143598;ENSMUSP00000142897;ENSMUSP00000142833;ENSMUSP00000138826;ENSMUSP00000143338;ENSMUSP00000142595;ENSMUSP00000143221;	17260
ENSMUSG00000030557	Mef2a	SRF	ENSMUSP00000075664;ENSMUSP00000117496;ENSMUSP00000103100;ENSMUSP00000032776;ENSMUSP00000138566;ENSMUSP00000138645;ENSMUSP00000116144;	17258
ENSMUSG00000079033	Mef2b	SRF	ENSMUSP00000132314;ENSMUSP00000105773;ENSMUSP00000105767;ENSMUSP00000105768;ENSMUSP00000105770;	105980076
ENSMUSG00000001419	Mef2d	SRF	ENSMUSP00000103184;ENSMUSP00000001455;ENSMUSP00000113638;ENSMUSP00000103183;	17261
ENSMUSG00000026104	Stat1	STAT	ENSMUSP00000140482;ENSMUSP00000066743;ENSMUSP00000141132;ENSMUSP00000140518;ENSMUSP00000139746;ENSMUSP00000141125;ENSMUSP00000140875;	20846
ENSMUSG00000002147	Stat6	STAT	ENSMUSP00000089708;	20852
ENSMUSG00000004040	Stat3	STAT	ENSMUSP00000120152;ENSMUSP00000099403;ENSMUSP00000121677;ENSMUSP00000090342;	20848
ENSMUSG00000004043	Stat5a	STAT	ENSMUSP00000102979;ENSMUSP00000004145;ENSMUSP00000102980;	20850
ENSMUSG00000062939	Stat4	STAT	ENSMUSP00000027277;ENSMUSP00000130713;	20849
ENSMUSG00000020919	Stat5b	STAT	ENSMUSP00000102981;ENSMUSP00000004143;	20851
ENSMUSG00000040033	Stat2	STAT	ENSMUSP00000082855;ENSMUSP00000100872;	20847
ENSMUSG00000031241	Tbx22	T-box	ENSMUSP00000063611;ENSMUSP00000128247;ENSMUSP00000127321;ENSMUSP00000112544;	245572
ENSMUSG00000018604	Tbx3	T-box	ENSMUSP00000078657;ENSMUSP00000018748;ENSMUSP00000112519;	21386
ENSMUSG00000032446	Eomes	T-box	ENSMUSP00000035020;ENSMUSP00000118079;ENSMUSP00000107393;	13813
ENSMUSG00000030699	Tbx6	T-box	ENSMUSP00000126418;ENSMUSP00000091579;	21389
ENSMUSG00000027868	Tbx15	T-box	ENSMUSP00000143417;ENSMUSP00000142358;ENSMUSP00000029462;	21384
ENSMUSG00000031965	Tbx20	T-box	ENSMUSP00000126318;ENSMUSP00000149186;ENSMUSP00000052591;	57246
ENSMUSG00000062327	T	T-box	ENSMUSP00000074236;ENSMUSP00000135526;ENSMUSP00000119581;	20997
ENSMUSG00000000093	Tbx2	T-box	ENSMUSP00000000095;	21385
ENSMUSG00000026572	Tbx19	T-box	ENSMUSP00000123909;ENSMUSP00000027859;	83993
ENSMUSG00000033943	Mga	T-box	ENSMUSP00000106401;ENSMUSP00000119044;ENSMUSP00000043795;ENSMUSP00000078853;ENSMUSP00000106400;	29808
ENSMUSG00000037477	Tbx10	T-box	ENSMUSP00000037401;	109575
ENSMUSG00000001444	Tbx21	T-box	ENSMUSP00000001484;	57765
ENSMUSG00000009097	Tbx1	T-box	ENSMUSP00000009241;	21380
ENSMUSG00000018263	Tbx5	T-box	ENSMUSP00000143828;ENSMUSP00000018407;ENSMUSP00000144418;	21388
ENSMUSG00000035033	Tbr1	T-box	ENSMUSP00000099798;ENSMUSP00000046787;	21375
ENSMUSG00000000094	Tbx4	T-box	ENSMUSP00000103682;ENSMUSP00000103680;ENSMUSP00000000096;	21387
ENSMUSG00000032419	Tbx18	T-box	ENSMUSP00000034991;	76365
ENSMUSG00000055320	Tead1	TEA	ENSMUSP00000129798;ENSMUSP00000131221;ENSMUSP00000128439;ENSMUSP00000133025;ENSMUSP00000081755;ENSMUSP00000102249;ENSMUSP00000130459;ENSMUSP00000060671;ENSMUSP00000127574;ENSMUSP00000130564;	21676
ENSMUSG00000002249	Tead3	TEA	ENSMUSP00000110447;ENSMUSP00000118582;ENSMUSP00000152030;ENSMUSP00000115443;	21678
ENSMUSG00000030353	Tead4	TEA	ENSMUSP00000107784;ENSMUSP00000006311;ENSMUSP00000118083;	21679
ENSMUSG00000030796	Tead2	TEA	ENSMUSP00000148005;ENSMUSP00000147727;ENSMUSP00000148183;ENSMUSP00000103430;ENSMUSP00000147746;ENSMUSP00000147321;ENSMUSP00000103431;ENSMUSP00000033060;	21677
ENSMUSG00000029832	Nfe2l3	TF_bZIP	ENSMUSP00000005103;	18025
ENSMUSG00000042406	Atf4	TF_bZIP	ENSMUSP00000105234;	11911
ENSMUSG00000026663	Atf6	TF_bZIP	ENSMUSP00000027974;	226641
ENSMUSG00000047591	Mafa	TF_bZIP	ENSMUSP00000054226;	378435
ENSMUSG00000028466	Creb3	TF_bZIP	ENSMUSP00000100008;ENSMUSP00000129401;	12913
ENSMUSG00000071637	Cebpd	TF_bZIP	ENSMUSP00000148145;	12609
ENSMUSG00000051510	Mafg	TF_bZIP	ENSMUSP00000101787;ENSMUSP00000101788;ENSMUSP00000101786;ENSMUSP00000053899;	17134
ENSMUSG00000003545	Fosb	TF_bZIP	ENSMUSP00000003640;ENSMUSP00000146789;ENSMUSP00000146569;	14282
ENSMUSG00000015461	Atf6b	TF_bZIP	ENSMUSP00000015605;ENSMUSP00000133516;	12915
ENSMUSG00000015839	Nfe2l2	TF_bZIP	ENSMUSP00000099733;	18024
ENSMUSG00000074622	Mafb	TF_bZIP	ENSMUSP00000096728;	16658
ENSMUSG00000035041	Creb3l3	TF_bZIP	ENSMUSP00000112836;	208677
ENSMUSG00000025408	Ddit3	TF_bZIP	ENSMUSP00000118339;ENSMUSP00000026475;	13198
ENSMUSG00000052435	Cebpe	TF_bZIP	ENSMUSP00000068927;	110794
ENSMUSG00000042622	Maff	TF_bZIP	ENSMUSP00000154850;ENSMUSP00000131628;ENSMUSP00000094076;ENSMUSP00000155516;	17133
ENSMUSG00000063889	Crem	TF_bZIP	ENSMUSP00000118267;ENSMUSP00000118578;ENSMUSP00000117438;ENSMUSP00000114280;ENSMUSP00000061925;ENSMUSP00000122123;ENSMUSP00000114780;ENSMUSP00000115471;ENSMUSP00000119638;ENSMUSP00000115336;ENSMUSP00000118649;ENSMUSP00000121352;ENSMUSP00000122179;ENSMUSP00000080780;ENSMUSP00000121388;ENSMUSP00000122051;ENSMUSP00000120349;ENSMUSP00000119194;ENSMUSP00000121118;ENSMUSP00000115363;ENSMUSP00000127353;ENSMUSP00000025069;ENSMUSP00000118128;ENSMUSP00000115423;ENSMUSP00000122241;ENSMUSP00000121541;ENSMUSP00000121233;ENSMUSP00000120557;ENSMUSP00000123515;ENSMUSP00000119353;	12916
ENSMUSG00000056749	Nfil3	TF_bZIP	ENSMUSP00000065363;	18030
ENSMUSG00000018143	Mafk	TF_bZIP	ENSMUSP00000018287;ENSMUSP00000106460;	17135
ENSMUSG00000038615	Nfe2l1	TF_bZIP	ENSMUSP00000103286;ENSMUSP00000103285;ENSMUSP00000131585;ENSMUSP00000103284;ENSMUSP00000080467;ENSMUSP00000127804;ENSMUSP00000128527;	18023
ENSMUSG00000040270	Bach2	TF_bZIP	ENSMUSP00000103815;ENSMUSP00000131592;ENSMUSP00000043693;	12014
ENSMUSG00000052684	Jun	TF_bZIP	ENSMUSP00000102711;	16476
ENSMUSG00000040632	Nrl	TF_bZIP	ENSMUSP00000107035;ENSMUSP00000136445;ENSMUSP00000054457;ENSMUSP00000153933;	18185
ENSMUSG00000055435	Maf	TF_bZIP	ENSMUSP00000067704;ENSMUSP00000104732;	17132
ENSMUSG00000027938	Creb3l4	TF_bZIP	ENSMUSP00000029547;ENSMUSP00000102992;	78284
ENSMUSG00000027230	Creb3l1	TF_bZIP	ENSMUSP00000028663;	26427
ENSMUSG00000038539	Atf5	TF_bZIP	ENSMUSP00000047771;ENSMUSP00000103525;	107503
ENSMUSG00000071076	Jund	TF_bZIP	ENSMUSP00000092901;	16478
ENSMUSG00000110974	Jund	TF_bZIP	ENSMUSP00000150017;	-
ENSMUSG00000021250	Fos	TF_bZIP	ENSMUSP00000021674;	14281
ENSMUSG00000051451	Crebzf	TF_bZIP	ENSMUSP00000050972;	233490
ENSMUSG00000099083	Atf7	TF_bZIP	ENSMUSP00000104456;ENSMUSP00000130130;ENSMUSP00000139181;ENSMUSP00000139367;ENSMUSP00000139308;ENSMUSP00000139243;	223922
ENSMUSG00000025958	Creb1	TF_bZIP	ENSMUSP00000084624;ENSMUSP00000139995;ENSMUSP00000140112;ENSMUSP00000132860;ENSMUSP00000059973;	12912
ENSMUSG00000034266	Batf	TF_bZIP	ENSMUSP00000040706;	53314
ENSMUSG00000052414	Gm28047	TF_bZIP	ENSMUSP00000138975;	-
ENSMUSG00000053007	Creb5	TF_bZIP	ENSMUSP00000038532;ENSMUSP00000144851;ENSMUSP00000144719;ENSMUSP00000144979;	231991
ENSMUSG00000038648	Creb3l2	TF_bZIP	ENSMUSP00000040208;	208647
ENSMUSG00000025612	Bach1	TF_bZIP	ENSMUSP00000026703;	12013
ENSMUSG00000056216	Cebpg	TF_bZIP	ENSMUSP00000118588;ENSMUSP00000064963;	12611
ENSMUSG00000026628	Atf3	TF_bZIP	ENSMUSP00000027941;ENSMUSP00000141492;	11910
ENSMUSG00000027104	Atf2	TF_bZIP	ENSMUSP00000107647;ENSMUSP00000088311;ENSMUSP00000097588;ENSMUSP00000107638;ENSMUSP00000133632;ENSMUSP00000107648;ENSMUSP00000114828;ENSMUSP00000107641;ENSMUSP00000058521;	11909
ENSMUSG00000039699	Batf2	TF_bZIP	ENSMUSP00000045744;	74481
ENSMUSG00000052837	Junb	TF_bZIP	ENSMUSP00000064680;	16477
ENSMUSG00000020484	Xbp1	TF_bZIP	ENSMUSP00000135768;ENSMUSP00000134088;ENSMUSP00000054852;	22433
ENSMUSG00000058794	Nfe2	TF_bZIP	ENSMUSP00000121817;ENSMUSP00000117474;ENSMUSP00000074684;ENSMUSP00000114160;ENSMUSP00000122476;	18022
ENSMUSG00000059824	Dbp	TF_bZIP	ENSMUSP00000079693;ENSMUSP00000147355;ENSMUSP00000147790;	13170
ENSMUSG00000024912	Fosl1	TF_bZIP	ENSMUSP00000025850;	14283
ENSMUSG00000034271	Jdp2	TF_bZIP	ENSMUSP00000136823;ENSMUSP00000059724;ENSMUSP00000129985;	81703
ENSMUSG00000056501	Cebpb	TF_bZIP	ENSMUSP00000069850;	12608
ENSMUSG00000023027	Atf1	TF_bZIP	ENSMUSP00000023769;	11908
ENSMUSG00000034957	Cebpa	TF_bZIP	ENSMUSP00000096129;	12606
ENSMUSG00000029135	Fosl2	TF_bZIP	ENSMUSP00000031017;	14284
ENSMUSG00000022389	Tef	TF_bZIP	ENSMUSP00000023024;ENSMUSP00000105180;	21685
ENSMUSG00000003949	Hlf	TF_bZIP	ENSMUSP00000004051;	217082
ENSMUSG00000026630	Batf3	TF_bZIP	ENSMUSP00000027943;	381319
ENSMUSG00000005917	Otx1	TF_Otx	ENSMUSP00000006071;ENSMUSP00000134704;	18423
ENSMUSG00000041578	Crx	TF_Otx	ENSMUSP00000134463;ENSMUSP00000133833;ENSMUSP00000134400;ENSMUSP00000043436;	12951
ENSMUSG00000021848	Otx2	TF_Otx	ENSMUSP00000122200;ENSMUSP00000112532;ENSMUSP00000113690;ENSMUSP00000113930;ENSMUSP00000123454;ENSMUSP00000154066;ENSMUSP00000116630;ENSMUSP00000154264;	18424
ENSMUSG00000020137	Thap2	THAP	ENSMUSP00000151353;	66816
ENSMUSG00000030753	Thap12	THAP	ENSMUSP00000118403;ENSMUSP00000118736;ENSMUSP00000033009;	72981
ENSMUSG00000026279	Thap4	THAP	ENSMUSP00000108526;ENSMUSP00000140761;	67026
ENSMUSG00000037214	Thap1	THAP	ENSMUSP00000121153;ENSMUSP00000042464;	73754
ENSMUSG00000022760	Thap7	THAP	ENSMUSP00000097701;	69009
ENSMUSG00000036442	Thap11	THAP	ENSMUSP00000048994;	59016
ENSMUSG00000039759	Thap3	THAP	ENSMUSP00000101290;ENSMUSP00000035240;	69876
ENSMUSG00000021775	Nr1d2	THR-like	ENSMUSP00000153325;ENSMUSP00000088031;	353187
ENSMUSG00000005677	Nr1i3	THR-like	ENSMUSP00000005820;ENSMUSP00000137852;ENSMUSP00000137683;ENSMUSP00000106960;ENSMUSP00000074915;	12355
ENSMUSG00000022809	Nr1i2	THR-like	ENSMUSP00000023504;	18171
ENSMUSG00000001288	Rarg	THR-like	ENSMUSP00000048838;ENSMUSP00000118615;ENSMUSP00000067266;	19411
ENSMUSG00000037992	Rara	THR-like	ENSMUSP00000069744;ENSMUSP00000103097;ENSMUSP00000103099;ENSMUSP00000129791;ENSMUSP00000103098;	19401
ENSMUSG00000022383	Ppara	THR-like	ENSMUSP00000105049;ENSMUSP00000059719;ENSMUSP00000105050;	19013
ENSMUSG00000017491	Rarb	THR-like	ENSMUSP00000153178;ENSMUSP00000067694;ENSMUSP00000153519;ENSMUSP00000152980;	218772
ENSMUSG00000036192	Rorb	THR-like	ENSMUSP00000108451;ENSMUSP00000108447;ENSMUSP00000047597;	225998
ENSMUSG00000002108	Nr1h3	THR-like	ENSMUSP00000106988;ENSMUSP00000106987;ENSMUSP00000106986;ENSMUSP00000002177;	22259
ENSMUSG00000060601	Nr1h2	THR-like	ENSMUSP00000146466;ENSMUSP00000103544;ENSMUSP00000073188;ENSMUSP00000146826;ENSMUSP00000103545;ENSMUSP00000103543;ENSMUSP00000146455;ENSMUSP00000126788;	22260
ENSMUSG00000021779	Thrb	THR-like	ENSMUSP00000153355;ENSMUSP00000089053;ENSMUSP00000022303;ENSMUSP00000022304;	21834
ENSMUSG00000048938	Nr1h5	THR-like	ENSMUSP00000052557;ENSMUSP00000143445;ENSMUSP00000143764;ENSMUSP00000142345;ENSMUSP00000142799;	381463
ENSMUSG00000020889	Nr1d1	THR-like	ENSMUSP00000069505;	217166
ENSMUSG00000022479	Vdr	THR-like	ENSMUSP00000134584;ENSMUSP00000023119;ENSMUSP00000116842;	22337
ENSMUSG00000002250	Ppard	THR-like	ENSMUSP00000002320;ENSMUSP00000133077;	69050
ENSMUSG00000028150	Rorc	THR-like	ENSMUSP00000143610;ENSMUSP00000143763;ENSMUSP00000029795;	19885
ENSMUSG00000000440	Pparg	THR-like	ENSMUSP00000000450;ENSMUSP00000145525;ENSMUSP00000144975;ENSMUSP00000131962;	19016
ENSMUSG00000032238	Rora	THR-like	ENSMUSP00000109254;ENSMUSP00000034766;	19883
ENSMUSG00000058756	Thra	THR-like	ENSMUSP00000068281;ENSMUSP00000115323;ENSMUSP00000099428;	21833
ENSMUSG00000047638	Nr1h4	THR-like	ENSMUSP00000053092;ENSMUSP00000100934;ENSMUSP00000100933;	20186
ENSMUSG00000027806	Tsc22d2	TSC22	ENSMUSP00000143364;ENSMUSP00000096688;	72033
ENSMUSG00000029723	Tsc22d4	TSC22	ENSMUSP00000098107;ENSMUSP00000120835;ENSMUSP00000106613;	78829
ENSMUSG00000031431	Tsc22d3	TSC22	ENSMUSP00000108620;ENSMUSP00000062589;ENSMUSP00000123569;	14605
ENSMUSG00000022010	Tsc22d1	TSC22	ENSMUSP00000106513;ENSMUSP00000135561;ENSMUSP00000044517;ENSMUSP00000135806;ENSMUSP00000135296;ENSMUSP00000135493;ENSMUSP00000022587;ENSMUSP00000099140;	21807
ENSMUSG00000034377	Tulp4	Tub	ENSMUSP00000049248;ENSMUSP00000123119;ENSMUSP00000123218;	68842
ENSMUSG00000023467	Tulp2	Tub	ENSMUSP00000147596;ENSMUSP00000024233;ENSMUSP00000103388;ENSMUSP00000147710;ENSMUSP00000103387;ENSMUSP00000082438;ENSMUSP00000103391;	56734
ENSMUSG00000001521	Tulp3	Tub	ENSMUSP00000001562;	22158
ENSMUSG00000037446	Tulp1	Tub	ENSMUSP00000110442;ENSMUSP00000116588;ENSMUSP00000121444;ENSMUSP00000049070;ENSMUSP00000116844;	22157
ENSMUSG00000031028	Tub	Tub	ENSMUSP00000113580;ENSMUSP00000033341;	22141
ENSMUSG00000051390	Zbtb22	ZBTB	ENSMUSP00000057466;ENSMUSP00000057466;	81630
ENSMUSG00000056459	Zbtb25	ZBTB	ENSMUSP00000134748;ENSMUSP00000128471;ENSMUSP00000135853;	109929
ENSMUSG00000049600	Zbtb45	ZBTB	ENSMUSP00000130439;ENSMUSP00000130439;ENSMUSP00000056086;ENSMUSP00000056086;ENSMUSP00000147298;ENSMUSP00000147298;ENSMUSP00000147653;	232879
ENSMUSG00000028807	Zbtb8a	ZBTB	ENSMUSP00000030610;ENSMUSP00000030610;	73680
ENSMUSG00000013419	Zfp651	ZBTB	ENSMUSP00000091286;ENSMUSP00000091286;ENSMUSP00000150384;	270210
ENSMUSG00000026788	Zbtb43	ZBTB	ENSMUSP00000028125;ENSMUSP00000028125;ENSMUSP00000092645;ENSMUSP00000092645;ENSMUSP00000108781;ENSMUSP00000108781;	71834
ENSMUSG00000019826	Zbtb24	ZBTB	ENSMUSP00000148861;ENSMUSP00000148861;ENSMUSP00000079592;ENSMUSP00000079592;ENSMUSP00000150197;	268294
ENSMUSG00000040433	Zbtb38	ZBTB	ENSMUSP00000091315;ENSMUSP00000091315;ENSMUSP00000121753;ENSMUSP00000121753;ENSMUSP00000121871;ENSMUSP00000114300;ENSMUSP00000120040;	245007
ENSMUSG00000071661	Zbtb3	ZBTB	ENSMUSP00000127746;ENSMUSP00000127746;	75291
ENSMUSG00000043099	Hic1	ZBTB	ENSMUSP00000053483;ENSMUSP00000053483;	15248
ENSMUSG00000028952	Zbtb48	ZBTB	ENSMUSP00000114726;ENSMUSP00000114726;ENSMUSP00000117079;ENSMUSP00000067521;ENSMUSP00000067521;	100090
ENSMUSG00000044646	Zbtb7c	ZBTB	ENSMUSP00000057856;ENSMUSP00000057856;ENSMUSP00000126808;	207259
ENSMUSG00000022708	Zbtb20	ZBTB	ENSMUSP00000110339;ENSMUSP00000110339;ENSMUSP00000110343;ENSMUSP00000110343;ENSMUSP00000078410;ENSMUSP00000078410;ENSMUSP00000110338;ENSMUSP00000110338;ENSMUSP00000110342;ENSMUSP00000110342;	56490
ENSMUSG00000022508	Bcl6	ZBTB	ENSMUSP00000023151;ENSMUSP00000023151;	12053
ENSMUSG00000049672	Zbtb14	ZBTB	ENSMUSP00000108294;ENSMUSP00000108294;ENSMUSP00000108296;ENSMUSP00000108296;ENSMUSP00000054897;ENSMUSP00000054897;	22666
ENSMUSG00000027583	Zbtb46	ZBTB	ENSMUSP00000029106;ENSMUSP00000029106;ENSMUSP00000137014;ENSMUSP00000137014;	72147
ENSMUSG00000063659	Zbtb18	ZBTB	ENSMUSP00000091831;ENSMUSP00000091831;ENSMUSP00000141724;ENSMUSP00000142073;ENSMUSP00000076463;ENSMUSP00000141337;ENSMUSP00000142256;ENSMUSP00000142124;	30928
ENSMUSG00000043467	Zbtb37	ZBTB	ENSMUSP00000134769;ENSMUSP00000134769;ENSMUSP00000125253;ENSMUSP00000125253;ENSMUSP00000134753;ENSMUSP00000125417;ENSMUSP00000131576;	240869
ENSMUSG00000075327	Zbtb2	ZBTB	ENSMUSP00000097656;ENSMUSP00000097656;ENSMUSP00000097655;ENSMUSP00000097655;	381990
ENSMUSG00000050714	Zbtb26	ZBTB	ENSMUSP00000070071;ENSMUSP00000070071;ENSMUSP00000099850;ENSMUSP00000099850;	320633
ENSMUSG00000049657	Zbtb5	ZBTB	ENSMUSP00000136507;ENSMUSP00000136507;ENSMUSP00000103447;ENSMUSP00000103447;ENSMUSP00000059919;ENSMUSP00000059919;	230119
ENSMUSG00000044617	Zbtb39	ZBTB	ENSMUSP00000052717;ENSMUSP00000052717;	320080
ENSMUSG00000047412	Zbtb44	ZBTB	ENSMUSP00000149386;ENSMUSP00000149386;ENSMUSP00000149969;ENSMUSP00000149969;ENSMUSP00000149121;ENSMUSP00000110877;ENSMUSP00000133109;	235132
ENSMUSG00000066687	Zbtb16	ZBTB	ENSMUSP00000150887;ENSMUSP00000150887;ENSMUSP00000091374;ENSMUSP00000091374;	235320
ENSMUSG00000000317	Bcl6b	ZBTB	ENSMUSP00000000326;ENSMUSP00000000326;ENSMUSP00000121365;	12029
ENSMUSG00000069114	Zbtb10	ZBTB	ENSMUSP00000119386;ENSMUSP00000119386;	229055
ENSMUSG00000068966	Zbtb34	ZBTB	ENSMUSP00000088560;ENSMUSP00000088560;ENSMUSP00000108783;ENSMUSP00000108783;	241311
ENSMUSG00000006215	Zbtb17	ZBTB	ENSMUSP00000006377;ENSMUSP00000006377;	22642
ENSMUSG00000094870	Zfp131	ZBTB	ENSMUSP00000136867;ENSMUSP00000136867;ENSMUSP00000153044;ENSMUSP00000153044;ENSMUSP00000153517;ENSMUSP00000152941;ENSMUSP00000136019;ENSMUSP00000153596;	72465
ENSMUSG00000027439	Gzf1	ZBTB	ENSMUSP00000028928;ENSMUSP00000028928;ENSMUSP00000121799;	74533
ENSMUSG00000033964	Zbtb41	ZBTB	ENSMUSP00000045570;ENSMUSP00000045570;ENSMUSP00000142797;	226470
ENSMUSG00000037730	Mynn	ZBTB	ENSMUSP00000041034;ENSMUSP00000041034;ENSMUSP00000141951;ENSMUSP00000141951;	80732
ENSMUSG00000028042	Zbtb7b	ZBTB	ENSMUSP00000103058;ENSMUSP00000103058;ENSMUSP00000103055;ENSMUSP00000103055;ENSMUSP00000029677;ENSMUSP00000029677;ENSMUSP00000103056;ENSMUSP00000103056;	22724
ENSMUSG00000018750	Zbtb4	ZBTB	ENSMUSP00000104280;ENSMUSP00000104280;ENSMUSP00000118027;ENSMUSP00000121694;ENSMUSP00000104278;ENSMUSP00000104279;ENSMUSP00000115687;	75580
ENSMUSG00000049823	Zbtb12	ZBTB	ENSMUSP00000057515;ENSMUSP00000057515;	193736
ENSMUSG00000022601	Zbtb11	ZBTB	ENSMUSP00000056923;ENSMUSP00000056923;	271377
ENSMUSG00000020453	Patz1	ZBTB	ENSMUSP00000105670;ENSMUSP00000105670;ENSMUSP00000092043;ENSMUSP00000091103;ENSMUSP00000050684;	56218
ENSMUSG00000048047	Zbtb33	ZBTB	ENSMUSP00000118993;ENSMUSP00000118993;ENSMUSP00000110795;ENSMUSP00000110795;ENSMUSP00000049983;	56805
ENSMUSG00000066798	Zbtb6	ZBTB	ENSMUSP00000108554;ENSMUSP00000108554;ENSMUSP00000056100;	241322
ENSMUSG00000037638	Zbtb42	ZBTB	ENSMUSP00000133152;ENSMUSP00000133152;	382639
ENSMUSG00000048485	Zbtb8b	ZBTB	ENSMUSP00000058157;ENSMUSP00000058157;ENSMUSP00000101661;ENSMUSP00000101661;	215627
